City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,ancud,-41.8697,-73.8203,12.12,88,85,1.15,CL,1737437051
282,las vegas,36.175,-115.1372,4.51,18,0,6.17,US,1737436242
283,puerto colombia,10.9878,-74.9547,27.05,80,0,11.49,CO,1737437053
284,cuamba,-14.8031,36.5372,22.24,94,100,1.07,MZ,1737437054
285,wad az zaki,14.4619,32.2065,21.6,23,4,5.11,SD,1737437055
286,flying fish cove,-10.4217,105.6791,26.82,94,100,5.14,CX,1737437056
287,newman,37.3138,-121.0208,7.53,48,4,1.36,US,1737437057
288,margaret river,-33.95,115.0667,34.16,33,100,1.57,AU,1737437058
289,arcos,-20.2819,-45.5394,20.57,87,100,0.7,BR,1737437059
290,yuzhno-kurilsk,44.0306,145.8556,-1.01,63,69,7.46,RU,1737437060
291,fortaleza,-3.7227,-38.5247,26.07,89,40,1.54,BR,1737437011
292,polyarnyy,69.1989,33.4478,-5.22,76,100,5.2,RU,1737437062
293,st. john's,47.5649,-52.7093,1.1,81,100,14.92,CA,1737436791
294,whitby,54.4877,-0.615,6.6,90,100,0.89,GB,1737437064
295,santa clara de valladares,19.6382,-102.4904,15.35,57,85,2.28,MX,1737437066
296,greymouth,-42.4667,171.2,20.61,65,42,4.05,NZ,1737437067
297,namibe,-15.1961,12.1522,20.56,78,100,1.53,AO,1737437068
298,saint-philippe,-21.3585,55.7679,26.8,75,100,5.68,RE,1737437069
299,fortuna,40.5982,-124.1573,5.51,100,0,4.63,US,1737437070
300,crane,31.3974,-102.3501,-2.13,29,12,7.67,US,1737437071
301,gamba,-2.65,10.0,23.88,92,100,1.51,GA,1737437073
302,houlton,46.1262,-67.8403,-18.77,68,0,3.09,US,1737437074
303,tinajo,29.0788,-13.7081,17.49,77,20,6.17,ES,1737437075
304,ust'-kulom,61.6864,53.6902,-22.85,95,99,3.17,RU,1737437076
305,san luis,-33.295,-66.3356,20.75,29,20,3.89,AR,1737436190
306,badger,64.8,-147.5333,-4.55,93,75,0.0,US,1737437078
307,mount isa,-20.7333,139.5,37.87,25,20,4.12,AU,1737437079
308,dinguiraye,11.3,-10.7167,19.51,21,1,1.04,GN,1737437080
309,hasaki,35.7333,140.8333,9.53,86,100,10.03,JP,1737437081
310,vorgashor,67.5833,63.95,-27.74,86,100,3.34,RU,1737437082
311,okhotsk,59.3833,143.3,-21.88,79,1,4.18,RU,1737437083
312,saint-pierre,-21.3393,55.4781,29.82,66,0,3.6,RE,1737437084
313,maxixe,-23.8597,35.3472,26.9,94,75,2.57,MZ,1737437086
314,al bayda,32.7627,21.7551,10.4,96,99,2.41,LY,1737437058
315,piranshahr,36.701,45.1413,-5.8,73,3,1.56,IR,1737437088
316,bikenibeu village,1.3673,173.1241,28.98,74,40,5.66,KI,1737437089
317,kruisfontein,-34.0033,24.7314,18.41,77,100,4.62,ZA,1737437090
318,lazaro cardenas,17.9583,-102.2,22.47,84,74,1.68,MX,1737436852
319,santiago papasquiaro,25.046,-105.4208,6.48,48,11,3.06,MX,1737437092
320,mbanza-ngungu,-5.25,14.8667,19.88,99,100,2.06,CD,1737437093
321,alta,69.9689,23.2717,-15.41,78,0,3.09,NO,1737437094
322,saldanha,-33.0117,17.9442,17.03,71,0,3.18,ZA,1737437095
323,tevriz,57.509,72.4042,-3.53,94,100,4.42,RU,1737437096
324,oriximina,-1.7656,-55.8661,26.07,74,100,1.8,BR,1737437097
325,north bend,43.4065,-124.2243,3.95,81,0,4.12,US,1737437098
326,placido de castro,-10.3353,-67.1856,21.78,99,100,0.65,BR,1737437100
327,uchiza,-8.4592,-76.4633,21.2,96,100,0.86,PE,1737437101
328,tikhvin,59.6451,33.5294,-10.65,86,60,0.98,RU,1737437102
329,puerto baquerizo moreno,-0.9,-89.6,23.97,81,6,4.47,EC,1737436913
330,bereeda,11.8704,51.0579,23.42,69,69,2.52,SO,1737437104
331,jwaneng,-24.6004,24.7303,22.86,55,9,3.66,BW,1737437105
332,christchurch,-43.5333,172.6333,20.53,68,40,6.69,NZ,1737436540
333,caldwell,43.6629,-116.6874,-5.47,62,2,2.57,US,1737437107
334,kingscliff,-28.2667,153.5667,28.3,65,83,5.66,AU,1737437108
335,codrington,-38.2667,141.9667,21.2,66,50,6.76,AU,1737437109
336,andkhoy,36.9529,65.1238,9.37,52,100,0.76,AF,1737437110
337,ilebo,-4.3167,20.5833,20.27,95,100,0.31,CD,1737437112
338,whakatane,-37.9585,176.9854,19.73,95,100,0.89,NZ,1737437113
339,machico,32.7,-16.7667,18.89,83,40,13.38,PT,1737437114
340,lorengau,-2.0226,147.2712,29.59,70,80,4.34,PG,1737437115
341,torrington,41.8007,-73.1212,-12.5,85,35,2.62,US,1737437116
342,songling,31.1933,120.7176,15.05,25,77,3.0,CN,1737437117
343,omutinskiy,56.4745,67.6709,-5.11,95,100,5.15,RU,1737436895
344,aasiaat,68.7098,-52.8699,-7.31,96,100,3.38,GL,1737437119
345,kattivakkam,13.2167,80.3167,27.28,64,90,4.69,IN,1737437120
346,fort st. john,56.2499,-120.8529,-3.06,59,75,12.86,CA,1737437121
347,sao tome,0.3365,6.7273,25.89,81,99,0.77,ST,1737436887
348,lezignan-corbieres,43.1976,2.7614,8.9,92,80,1.79,FR,1737437124
349,santa cruz,-17.8,-63.1667,21.7,94,75,1.54,BO,1737437125
350,bintulu,3.1667,113.0333,29.23,83,40,2.24,MY,1737437126
351,kalinkavichy,52.1323,29.3257,0.56,93,93,2.91,BY,1737437128
352,san patricio,28.017,-97.5169,2.97,46,100,10.02,US,1737437129
353,puerto escondido,15.85,-97.0667,24.57,78,4,2.61,MX,1737437130
354,floro,61.5996,5.0328,3.98,87,75,2.06,NO,1737437131
355,alibag,18.6411,72.8792,26.9,37,1,1.69,IN,1737437132
356,lompoc,34.6391,-120.4579,7.61,86,0,3.09,US,1737437133
357,olinda,-8.0089,-34.8553,26.85,83,40,1.54,BR,1737437037
358,nouadhibou,20.931,-17.0347,15.99,88,3,6.69,MR,1737437135
359,xining,36.6167,101.7667,0.26,31,66,1.37,CN,1737437138
360,valbo,60.65,17.0333,0.03,100,100,1.79,SE,1737437139
361,obock,12.25,43.0833,18.23,76,11,5.19,DJ,1737437140
362,zhezqazghan,47.7833,67.7667,-1.68,93,100,14.0,KZ,1737437141
363,navojoa,27.1,-109.4333,12.61,43,68,1.45,MX,1737437142
364,alpine,32.835,-116.7664,11.39,19,62,0.45,US,1737437143
365,saynshand,44.8824,110.1163,-5.63,45,0,1.01,MN,1737437144
366,aripuana,-9.1667,-60.6333,21.63,99,100,1.63,BR,1737437145
367,nelson bay,-32.7167,152.15,22.51,63,99,5.1,AU,1737437146
368,villa emilio carranza,19.9667,-96.6,14.46,84,90,2.72,MX,1737437149
369,misliyah,17.4599,42.5572,24.23,77,0,0.36,SA,1737437150
370,rongelap,11.1635,166.8941,26.8,84,82,8.71,MH,1737437151
371,chumphon,10.3333,98.8333,31.19,39,64,3.54,TH,1737437152
372,alotau,-10.3069,150.4462,31.35,61,100,2.82,PG,1737437153
373,pervomaysk,48.0443,30.8507,-0.7,93,34,2.97,UA,1737437154
374,rexburg,43.826,-111.7897,-22.01,71,0,2.06,US,1737437155
375,comandante fontana,-25.3345,-59.6821,20.6,52,17,1.91,AR,1737437156
376,las tablas,7.7667,-80.2833,24.54,99,0,4.35,PA,1737437157
377,sao jose da coroa grande,-8.8978,-35.1478,25.53,84,9,2.29,BR,1737437158
378,timber pines,28.4703,-82.6032,7.3,66,100,3.6,US,1737437159
379,labytnangi,66.6572,66.4183,-24.62,82,100,8.05,RU,1737437160
380,palangkaraya,-2.2,113.8333,26.17,90,99,1.78,ID,1737437161
381,prado,-17.3411,-39.2208,25.07,90,36,4.68,BR,1737437163
382,loiza,18.4313,-65.8802,26.19,81,20,3.09,PR,1737437164
383,cobija,-11.0267,-68.7692,21.08,99,100,0.97,BO,1737437165
384,fetsund,59.929,11.1625,-2.67,99,100,1.87,NO,1737437166
385,yaren,-0.5472,166.916,27.79,77,81,7.15,NR,1737437167
386,smithers,54.7804,-127.1743,-7.82,93,100,2.06,CA,1737437168
387,jining,35.405,116.5814,13.1,21,27,2.43,CN,1737437169
388,severnoye,56.3491,78.3619,-2.06,95,100,6.54,RU,1737437170
389,sao felix do xingu,-6.6447,-51.995,20.73,99,100,0.23,BR,1737437171
390,kargasok,59.0556,80.8572,-1.23,90,100,6.02,RU,1737437173
391,guerrero negro,27.9769,-114.0611,14.23,57,100,4.06,MX,1737437174
392,forked river,39.8398,-74.1901,-8.9,65,0,4.95,US,1737437175
393,red hill,33.9996,-79.2581,-1.62,57,0,4.76,US,1737437176
394,robore,-18.3333,-59.75,21.58,96,100,1.33,BO,1737437177
395,farah,32.5,62.5,8.16,50,37,1.43,AF,1737437178
396,kenai,60.5544,-151.2583,-0.48,99,100,4.12,US,1737437179
397,ulety,51.3572,112.4849,-10.71,77,40,1.63,RU,1737437180
398,vila velha,-20.3297,-40.2925,26.08,90,20,5.14,BR,1737437181
399,laguna,38.421,-121.4238,6.7,72,3,0.48,US,1737437183
400,camalu,30.85,-116.0667,12.04,33,75,3.59,MX,1737437184
401,brisas de zicatela,15.8369,-97.0419,24.39,78,4,2.53,MX,1737437185
402,suntar,62.1444,117.6319,-8.61,90,100,4.63,RU,1737437186
403,bireun,5.203,96.7009,28.55,66,9,3.53,ID,1737437187
404,luganville,-15.5333,167.1667,30.25,71,89,3.64,VU,1737437188
405,horodenka,48.6727,25.5016,1.66,73,100,2.63,UA,1737437189
406,jaisalmer,26.9147,70.9181,19.02,18,0,4.17,IN,1737437190
407,leava,-14.3,-178.1667,28.87,74,94,3.81,WF,1737437192
408,buala,-8.145,159.5921,29.57,72,78,2.14,SB,1737437194
409,hirara,24.8,125.2833,20.92,60,40,6.69,JP,1737437195
410,dryden,49.7833,-92.7503,-30.84,69,100,5.14,CA,1737437196
411,leiston,52.2061,1.5776,3.27,96,89,3.58,GB,1737437197
412,norfolk,42.1668,-71.2495,-10.3,76,48,1.59,US,1737437198
413,yanchep,-31.55,115.6833,32.94,59,100,2.06,AU,1737437199
414,kamthi,21.2333,79.2,24.19,33,0,2.54,IN,1737437200
415,talara,-4.5772,-81.2719,21.66,80,21,5.95,PE,1737437049
416,merta,26.65,74.0333,21.64,37,0,2.77,IN,1737437203
417,braganca paulista,-22.94,-46.5556,19.45,90,62,1.96,BR,1737436926
418,fort mcmurray,56.7268,-111.381,-5.23,79,100,4.63,CA,1737437012
419,cidreira,-30.1811,-50.2056,21.6,92,14,3.64,BR,1737437207
420,mount gambier,-37.8333,140.7667,23.27,54,80,5.63,AU,1737436983
421,alness,57.696,-4.2551,4.87,92,96,1.68,GB,1737437209
422,khark,29.2614,50.3306,14.01,82,0,0.0,IR,1737437210
423,new norfolk,-42.7826,147.0587,23.17,32,71,1.3,AU,1737437211
424,ma'rib,15.4591,45.3253,17.25,26,0,0.77,YE,1737437212
425,wad medani,14.4012,33.5199,22.11,56,1,4.81,SD,1737437214
426,llorente,11.4119,125.5458,28.19,75,100,4.09,PH,1737437215
427,natal,-5.795,-35.2094,25.12,88,20,1.54,BR,1737436647
428,ushirombo,-3.4919,31.9639,17.22,94,78,1.25,TZ,1737437217
429,davydovka,51.1578,39.4292,-2.81,87,9,1.89,RU,1737437218
430,afzalpur,17.2,76.35,25.39,21,11,2.27,IN,1737437219
431,tsiombe,-25.3,45.4833,29.29,59,0,1.87,MG,1737437220
432,kirensk,57.7853,108.1119,-6.12,93,100,4.88,RU,1737437221
433,mantyharju,61.4167,26.8833,-8.07,70,100,2.91,FI,1737437222
434,lashio,22.9333,97.75,24.18,33,0,1.14,MM,1737437223
435,tangalle,6.024,80.7911,28.97,67,26,1.36,LK,1737437224
436,thunder bay,48.4001,-89.3168,-28.01,52,75,5.66,CA,1737437216
437,kidal,18.4411,1.4078,15.12,14,0,4.84,ML,1737437227
438,san vicente de canete,-13.0751,-76.3835,19.88,87,40,1.76,PE,1737437228
439,praia da vitoria,38.7333,-27.0667,15.14,77,75,15.47,PT,1737437229
440,larreynaga,12.6769,-86.5719,23.76,66,9,0.98,NI,1737437230
441,sudogda,55.9539,40.8629,-8.78,79,13,4.47,RU,1737437231
442,viqueque,-8.8673,126.3658,29.05,72,100,2.56,TL,1737437232
443,bengkulu,-3.8004,102.2655,27.5,80,81,4.35,ID,1737437233
444,muncar,-8.4333,114.3333,25.52,85,100,0.88,ID,1737437234
445,nabire,-3.3667,135.4833,26.11,90,96,1.64,ID,1737437235
446,pago pago,-14.2781,-170.7025,28.55,79,40,5.66,AS,1737437236
447,arvayheer,46.2639,102.775,-7.09,63,7,0.49,MN,1737437237
448,haparanda,65.8355,24.1368,-20.97,86,100,2.46,SE,1737437240
449,san antonio,29.4241,-98.4936,-0.63,63,100,7.72,US,1737436617
450,nyurba,63.2842,118.3319,-9.9,87,100,4.53,RU,1737437121
451,brookings,44.3114,-96.7984,-24.97,72,0,3.6,US,1737437154
452,zarghun shahr,32.8473,68.4457,-1.82,86,73,2.32,AF,1737437245
453,yerofey pavlovich,53.9667,121.9667,-14.25,88,100,1.15,RU,1737437246
454,cosala,24.4125,-106.6908,13.49,69,1,1.1,MX,1737437247
455,nazyvayevsk,55.5698,71.3529,-4.31,94,100,7.53,RU,1737437248
456,nieuw amsterdam,5.8833,-55.0833,23.55,90,31,4.32,SR,1737437249
457,bandarbeyla,9.4942,50.8122,23.57,75,35,6.94,SO,1737437250
458,church hill,36.5223,-82.7135,-10.81,79,23,1.31,US,1737437148
459,portland,45.5234,-122.6762,3.52,67,75,2.68,US,1737437253
460,muynoq,43.7683,59.0214,1.53,82,98,8.97,UZ,1737437254
461,ayr,55.4627,-4.6339,6.16,95,75,3.09,GB,1737437255
462,morehead city,34.7229,-76.726,-1.0,66,0,5.14,US,1737437256
463,tokoroa,-38.2333,175.8667,16.69,78,100,1.62,NZ,1737437257
464,kurkino,53.4257,38.6582,-3.73,80,17,3.37,RU,1737437258
465,suya,9.4667,3.1833,23.48,39,47,1.72,NG,1737437260
466,tarija,-21.5355,-64.7296,14.42,86,62,0.06,BO,1737437261
467,merizo village,13.2658,144.6691,29.99,84,79,6.74,GU,1737437262
468,seydi,39.4816,62.9137,6.35,60,99,2.18,TM,1737437263
469,al miqdadiyah,33.9786,44.9369,8.03,66,2,4.14,IQ,1737437264
470,el calafate,-50.3408,-72.2768,11.41,80,100,0.99,AR,1737437266
471,podporozh'ye,60.9112,34.1706,-11.67,90,33,1.0,RU,1737437267
472,valparaiso,-33.0393,-71.6273,11.8,93,0,2.06,CL,1737437072
473,stara lubovna,49.2986,20.6862,-0.08,81,100,2.39,SK,1737437269
474,saint-francois,46.4154,3.9054,-1.31,93,31,1.03,FR,1737437270
475,urucui,-7.2294,-44.5561,21.89,94,99,0.55,BR,1737437272
476,diapaga,12.0708,1.7889,21.66,14,2,3.83,BF,1737437273
477,hailar,49.2,119.7,-13.53,92,94,1.58,CN,1737437274
478,san pedro pochutla,15.7333,-96.4667,23.73,79,0,1.62,MX,1737437275
479,lae,-6.7221,146.9847,29.84,62,62,2.08,PG,1737437276
480,tocopilla,-22.092,-70.1979,20.35,79,100,0.53,CL,1737437277
481,vadso,70.0744,29.7487,-9.91,79,76,5.14,NO,1737437278
482,batticaloa,7.7102,81.6924,26.6,81,64,3.48,LK,1737437279
483,caxito,-8.5785,13.6643,23.53,90,100,1.52,AO,1737437280
484,pacific grove,36.6177,-121.9166,10.91,74,5,2.24,US,1737437059
485,parakou,9.3372,2.6303,23.69,56,44,1.75,BJ,1737437282
486,vieira de leiria,39.8695,-8.9324,15.06,94,40,2.57,PT,1737437284
487,anavyssos,37.7333,23.95,12.05,72,86,2.45,GR,1737437285
488,nova sintra,14.8667,-24.7167,22.39,74,72,6.83,CV,1737437287
489,antsiranana,-12.2787,49.2917,28.42,69,20,4.12,MG,1737437288
490,mata-utu,-13.2816,-176.1745,28.5,75,77,4.27,WF,1737437289
491,jutai,-5.1833,-68.9,22.8,92,49,0.93,BR,1737437290
492,menongue,-14.6585,17.691,17.46,94,100,2.11,AO,1737437291
493,bardai,11.65,7.2333,20.23,23,5,3.37,NG,1737437292
494,hilo,19.7297,-155.09,21.85,85,100,4.12,US,1737437103
495,howrah,22.5892,88.3103,24.0,53,0,3.6,IN,1737437294
496,sake,-1.5736,29.045,16.78,90,91,0.27,CD,1737437295
497,alofi,-19.0595,-169.9187,28.94,79,75,3.09,NU,1737437296
498,chui,-33.6971,-53.4616,19.72,85,100,6.25,UY,1737437297
499,port isabel,26.0734,-97.2086,8.37,94,100,8.13,US,1737437101
500,korba,22.35,82.6833,26.46,27,0,3.25,IN,1737437299
501,ardestan,33.3761,52.3694,3.83,71,100,4.11,IR,1737437301
502,altai,46.3722,96.2583,-8.79,70,3,0.94,MN,1737437302
503,tandlianwala,31.0333,73.1333,18.75,26,61,2.63,PK,1737437303
504,manokwari,-0.8667,134.0833,24.49,92,100,1.34,ID,1737437304
505,astorga,-23.2325,-51.6656,20.52,90,88,1.97,BR,1737437178
506,pariaman,-0.619,100.12,29.03,83,100,0.52,ID,1737437306
507,cabrobo,-8.5142,-39.31,24.26,78,25,0.73,BR,1737437307
508,san antonio de pale,-1.4014,5.6325,26.37,76,91,2.5,GQ,1737437308
509,acarau,-2.8856,-40.12,24.47,86,84,1.56,BR,1737437024
510,beaconsfield,45.4334,-73.8659,-15.02,79,100,2.57,CA,1737437310
511,margherita,27.2833,95.6833,24.52,35,0,1.45,IN,1737437313
512,neyriz,29.1988,54.3278,3.68,44,0,0.98,IR,1737437314
513,shahr-e babak,30.1165,55.1186,1.69,41,0,2.28,IR,1737437315
514,dudinka,69.4058,86.1778,-43.05,99,53,3.23,RU,1737437316
515,ksar el kebir,35.0017,-5.9053,10.73,75,99,2.97,MA,1737437317
516,tangerhutte,52.4333,11.8,-1.16,60,76,1.61,DE,1737437318
517,toliara,-23.35,43.6667,26.36,70,58,3.74,MG,1737437319
518,kasempa,-13.4584,25.8338,17.48,98,100,2.29,ZM,1737437320
519,bangolo,7.0069,-7.475,18.28,81,21,0.95,CI,1737437322
520,selfoss,63.9331,-20.9971,-3.91,77,2,5.28,IS,1737437324
521,coracora,-15.0333,-73.7833,10.97,76,100,0.85,PE,1737437325
522,az zulfi,26.2995,44.8154,11.06,33,2,3.2,SA,1737437326
523,al qadarif,14.0349,35.3834,20.44,73,49,4.93,SD,1737437327
524,kismayo,-0.3582,42.5454,26.12,74,51,7.13,SO,1737437328
525,mount airy,36.4993,-80.6073,-8.71,58,0,2.57,US,1737437329
526,hammerfest,70.6634,23.6821,-6.75,68,75,1.54,NO,1737437330
527,luis correia,-2.8792,-41.6669,24.02,89,71,2.51,BR,1737437331
528,grand falls-windsor,48.9332,-55.6649,-2.5,75,75,2.68,CA,1737437332
529,kokkola,63.8385,23.1307,-6.71,67,0,3.6,FI,1737437333
530,kampene,-3.6,26.6667,19.37,92,100,0.24,CD,1737437334
531,aykhal,66.0,111.5,-26.82,100,85,2.56,RU,1737437335
532,forster,-32.1667,152.5167,25.21,69,100,3.06,AU,1737437336
533,yarmouth,41.7057,-70.2286,-6.1,67,0,6.26,US,1737437338
534,contamana,-7.3333,-75.0167,27.66,54,89,1.19,PE,1737437339
535,coquimbo,-29.9533,-71.3436,15.85,82,0,2.06,CL,1737437071
536,gariadhar,21.5333,71.5833,25.1,41,0,3.73,IN,1737437341
537,uzgen,40.7699,73.3007,1.04,73,64,2.51,KG,1737437342
538,viedma,-40.8135,-62.9967,28.03,15,100,10.98,AR,1737437258
539,berezovyy,51.6667,135.7,-9.28,83,9,1.3,RU,1737437344
540,shanwei,22.782,115.3475,20.0,39,12,5.92,CN,1737437345
541,kourou,5.1552,-52.6478,24.27,81,12,2.79,GF,1737437346
542,sal rei,16.1833,-22.9167,21.3,74,51,6.59,CV,1737437347
543,margate,51.3813,1.3862,2.61,94,70,3.59,GB,1737437348
544,zapolyarnyy,69.4154,30.8136,-12.04,97,99,2.75,RU,1737437350
545,gulbarga,17.3333,76.8333,25.31,21,7,2.55,IN,1737437352
546,kailua-kona,19.6406,-155.9956,22.53,86,96,0.45,US,1737437139
547,oyama,36.3,139.8,8.31,72,98,3.49,JP,1737437354
548,urengoy,65.9667,78.3667,-29.38,87,100,6.69,RU,1737437355
549,huarmey,-10.0681,-78.1522,20.85,84,100,3.1,PE,1737437357
550,eyl,7.9803,49.8164,24.51,67,28,7.73,SO,1737437358
551,cherdyn',60.403,56.4787,-20.98,92,100,3.87,RU,1737437359
552,uruzgan,32.8333,66.0,3.12,54,9,3.0,AF,1737437360
553,xique xique,-10.8217,-42.7311,23.44,83,100,0.97,BR,1737437361
554,pathein,16.7833,94.7333,30.22,37,97,1.7,MM,1737437362
555,magadan,59.5667,150.8,-21.99,90,92,0.94,RU,1737437363
556,kerikeri,-35.2268,173.9474,22.4,75,100,2.38,NZ,1737437364
557,avra valley,32.4379,-111.3154,9.92,14,75,6.69,US,1737437365
558,sabang,5.8933,95.3214,27.55,76,33,8.49,ID,1737437366
559,atar,20.5169,-13.0499,16.44,18,60,3.23,MR,1737437369
560,alvorada,-12.48,-49.1247,21.84,95,55,0.74,BR,1737437370
561,guanica,17.9716,-66.908,24.92,81,0,3.4,PR,1737437371
562,salto del guaira,-24.0625,-54.3069,22.11,94,100,1.99,PY,1737437372
